p.id	i.id	t.id	i.description	i.itemEtt	i.language	i.maxPolicyPhase	i.p.data_source	i.p.reference_text_0	i.parameter.description	i.parameter.source	i.parameter.source_rtl	i.parameter.srclang	i.parameter.target_rtl	i.parameter.trans0	i.parameter.trans0_display	i.parameter.trans1	i.parameter.trans1_display	i.parameter.trglang	i.status	i.tag	t.actualTaskTimeSeconds	t.estimatedTaskTimeMinutes	t.firstAcquireTimestamp	t.firstSubmitTimestamp	t.lastAcquireTimestamp	t.lastSubmitTimestamp	t.raterId	t.raterLogin	t.s.sys0	t.s.sys1	t.status	t.timestamp
167591123	56187733861	8651738370	该款保质期（年）4年，产品产地浙江湖州，是否为特殊用途化妆品否，功效舒缓镇静，功效美白，净含量（mL/g）套装，功效补水，适合肤质任何肤质，功效保湿，产品包装有外盒，功效细致毛孔，功效深层清洁， 目前已有22万+人评价 ，获得了98%的好评率 ，评价其用着舒服，比较高档，装得挺好 。	0.5	Chinese_Simplified (CN)	0	unknown_source	The shelf life of this product is 4 years; place of production: Huzhou, Zhejiang; whether it is a special-purpose cosmetics: no; functions: soothing, calming, whitening; net content (mL/g); set; function: hydrating; suitable for: any type of skin; package is a box; functions: shrinking pores, deep cleaning; at present, over 220,000 people have reviewed it with 98% positive comments saying it is comfortable to use, and it is luxurious and nicely packed.	该款保质期（年）4年，产品产地浙江湖州，是否为特殊用途化妆品否，功效舒缓镇静，功效美白，净含量（mL/g）套装，功效补水，适合肤质任何肤质，功效保湿，产品包装有外盒，功效细致毛孔，功效深层清洁， 目前已有22万+人评价 ，获得了98%的好评率 ，评价其用着舒服，比较高档，装得挺好 。	该款保质期（年）4年，产品产地浙江湖州，是否为特殊用途化妆品否，功效舒缓镇静，功效美白，净含量（mL/g）套装，功效补水，适合肤质任何肤质，功效保湿，产品包装有外盒，功效细致毛孔，功效深层清洁， 目前已有22万+人评价 ，获得了98%的好评率 ，评价其用着舒服，比较高档，装得挺好 。	false	Chinese	false	This product has a shelf life of 4 years. It is produced in Huzhou, Zhejiang. It is not a special-purpose cosmetic. It has soothing and calming, whitening, moisturizing, and deep cleansing effects. It is suitable for all skin types and is packaged in a box. So far, more than 220,000 people have commented on it, and 98% of them have given it a good rating, saying that it is comfortable to use, high-end, and well-packaged.	This product has a shelf life of 4 years. It is produced in Huzhou, Zhejiang. It is not a special-purpose cosmetic. It has soothing and calming, whitening, moisturizing, and deep cleansing effects. It is suitable for all skin types and is packaged in a box. So far, more than 220,000 people have commented on it, and 98% of them have given it a good rating, saying that it is comfortable to use, high-end, and well-packaged.	This product has a shelf life of 4 years. It is produced in Huzhou, Zhejiang. It is not a special-purpose cosmetic. It has the effect of soothing and calming, whitening, moisturizing, and deep cleaning. It is suitable for all skin types. It has been rated by more than 220,000 people, and 98% of them have given it a good rating.	This product has a shelf life of 4 years. It is produced in Huzhou, Zhejiang. It is not a special-purpose cosmetic. It has the effect of soothing and calming, whitening, moisturizing, and deep cleaning. It is suitable for all skin types. It has been rated by more than 220,000 people, and 98% of them have given it a good rating.	English	Completed		54	0.5	1699770289720	1699770343486	1699770289720	1699770343486	56225225	b...r@gmail.com	4	2	Completed	1699770343486
167591123	56187733862	8651774590	为对的赛道加油！	0.5	Chinese_Simplified (CN)	0	unknown_source	Cheer for the right track!	为对的赛道加油！	为对的赛道加油！	false	Chinese	false	Root for the right track!	Root for the right track!	Cheer for the right track!	Cheer for the right track!	English	Completed		30	0.5	1699770134516	1699770164267	1699770134516	1699770164267	56225225	b...r@gmail.com	2	4	Completed	1699770164267
167591123	56187733863	9434349192	郑州井壁砖模块设备，除了可以生产检查井砌块，还可以生产各种标砖，空心砖，马路花砖。	0.5	Chinese_Simplified (CN)	0	unknown_source	Zhengzhou shaft wall brick module equipment can be used for producing not only inspection shaft building blocks but also various types of standard bricks, hollow bricks and road tiling.	郑州井壁砖模块设备，除了可以生产检查井砌块，还可以生产各种标砖，空心砖，马路花砖。	郑州井壁砖模块设备，除了可以生产检查井砌块，还可以生产各种标砖，空心砖，马路花砖。	false	Chinese	false	Zhengzhou well wall brick module equipment can be used not only for the production of inspection well blocks, but also for the production of various standard bricks, hollow bricks and road flower bricks.	Zhengzhou well wall brick module equipment can be used not only for the production of inspection well blocks, but also for the production of various standard bricks, hollow bricks and road flower bricks.	Zhengzhou well wall brick module equipment, in addition to the production of inspection well blocks, can also produce various standard bricks, hollow bricks, and road bricks.	Zhengzhou well wall brick module equipment, in addition to the production of inspection well blocks, can also produce various standard bricks, hollow bricks, and road bricks.	English	Completed		30	0.5	1699768393345	1699768423839	1699768393345	1699768423839	56225225	b...r@gmail.com	4	3	Completed	1699768423839
167591123	56187733864	8657538952	中文译名“形而上学”取自《易经•系辞上传》“形而上者谓之道，形而下者谓之器”一语，为日本人井上哲次郎（明治时代）由metaphysic翻译而来。	0.5	Chinese_Simplified (CN)	0	unknown_source	The Chinese translation of Metaphysics originates from “the metaphysical is the Tao, and the physical is vessel” in the Book of Changes, Texts of Hexagrams, and was translated from metaphysic by Japanese Kajiro Inoue (Meiji era).	中文译名“形而上学”取自《易经•系辞上传》“形而上者谓之道，形而下者谓之器”一语，为日本人井上哲次郎（明治时代）由metaphysic翻译而来。	中文译名“形而上学”取自《易经•系辞上传》“形而上者谓之道，形而下者谓之器”一语，为日本人井上哲次郎（明治时代）由metaphysic翻译而来。	false	Chinese	false	"The Chinese name ""metaphysics"" comes from the saying ""The form above is called the way, and the form below is called the tool"" in the Book of Changes. It was translated from metaphysic by the Japanese philosopher Inoue Tetsujiro (Meiji era)."	"The Chinese name ""metaphysics"" comes from the saying ""The form above is called the way, and the form below is called the tool"" in the Book of Changes. It was translated from metaphysic by the Japanese philosopher Inoue Tetsujiro (Meiji era)."	"The Chinese translation of metaphysics is derived from the phrase ""the form above is called the way, and the form below is called the tool"" in the Book of Changes. It was translated from metaphysic by the Japanese philosopher Inoue Tetsujiro (Meiji era)."	"The Chinese translation of metaphysics is derived from the phrase ""the form above is called the way, and the form below is called the tool"" in the Book of Changes. It was translated from metaphysic by the Japanese philosopher Inoue Tetsujiro (Meiji era)."	English	Completed		36	0.5	1700036124052	1700036160086	1700036124052	1700036160086	56089077	a...r@gmail.com	2	2	Completed	1700036160086
167591123	56187733865	8653299415	推荐理由:深层清洁皮肤，帮你洗掉皮肤上的灰尘和油光，细致毛孔，并且可以全效滋养肌肤，有效保湿去斑，能改善皮肤暗黄及色斑状况，坚持使用能帮助提升肌肤的提升自我修护能力，帮助肌肤恢复紧致。	0.5	Chinese_Simplified (CN)	0	unknown_source	Recommendation: It deeply cleans the skin, helps you wash away the dust and oily on your skin, refines the pores, fully nourishes the skin, effectively moisturizes and removes freckles, improves the skin’s darkness, yellowness and blemishes, and keeping using it will help improve your skin’s self-healing ability and help your skin return to its tight state.	推荐理由:深层清洁皮肤，帮你洗掉皮肤上的灰尘和油光，细致毛孔，并且可以全效滋养肌肤，有效保湿去斑，能改善皮肤暗黄及色斑状况，坚持使用能帮助提升肌肤的提升自我修护能力，帮助肌肤恢复紧致。	推荐理由:深层清洁皮肤，帮你洗掉皮肤上的灰尘和油光，细致毛孔，并且可以全效滋养肌肤，有效保湿去斑，能改善皮肤暗黄及色斑状况，坚持使用能帮助提升肌肤的提升自我修护能力，帮助肌肤恢复紧致。	false	Chinese	false	"""Recommendation: Deeply cleanses the skin, helps you wash away the dirt and oil on the skin, refines pores and can effectively moisturize and remove spots, improves dull skin and spots, and can enhance skin self-repair ability and help skin recover its firmness with continuous use."""	"""Recommendation: Deeply cleanses the skin, helps you wash away the dirt and oil on the skin, refines pores and can effectively moisturize and remove spots, improves dull skin and spots, and can enhance skin self-repair ability and help skin recover its firmness with continuous use."""	Recommendation: Deeply cleanse the skin, help you wash away the dust and oil on the skin, refine pores, and can fully nourish the skin, effectively moisturize and remove spots, improve skin dullness and spots, and persist in using it can help improve the skin's self-repair ability, help the skin regain firmness.	Recommendation: Deeply cleanse the skin, help you wash away the dust and oil on the skin, refine pores, and can fully nourish the skin, effectively moisturize and remove spots, improve skin dullness and spots, and persist in using it can help improve the skin's self-repair ability, help the skin regain firmness.	English	Completed		41	0.5	1699924256579	1699924297789	1699924256579	1699924297789	57056787	f...r@gmail.com	3	3	Completed	1699924297789
167591123	56187733866	8651738530	养心安神，心悸失眠，胃虚，健忘，心烦口渴，滋养补虚，止遗涩精。	0.5	Chinese_Simplified (CN)	0	unknown_source	Nourish the heart and calm the nerves, treat palpitations, insomnia, stomach deficiency, forgetfulness, vexation and thirstiness, nourish and replenish deficiency, and prevent spermatorrhea and premature ejaculation.	养心安神，心悸失眠，胃虚，健忘，心烦口渴，滋养补虚，止遗涩精。	养心安神，心悸失眠，胃虚，健忘，心烦口渴，滋养补虚，止遗涩精。	false	Chinese	false	Tonifies the heart and calms the mind; stops palpitations and insomnia; strengthens the stomach; aids memory; relieves irritability and thirst; nourishes the body and replenishes the blood; stops nocturnal emission and semen leakage.	Tonifies the heart and calms the mind; stops palpitations and insomnia; strengthens the stomach; aids memory; relieves irritability and thirst; nourishes the body and replenishes the blood; stops nocturnal emission and semen leakage.	Nourishing the heart and calming the nerves, palpitations, insomnia, stomach deficiency, forgetfulness, irritability and thirst, nourishing and replenishing, stopping semen and semen.	Nourishing the heart and calming the nerves, palpitations, insomnia, stomach deficiency, forgetfulness, irritability and thirst, nourishing and replenishing, stopping semen and semen.	English	Completed		32	0.5	1699771737837	1699771769436	1699771737837	1699771769436	56225225	b...r@gmail.com	4	2	Completed	1699771769436
167591123	56187733867	8654004935	据悉 ， “ 爱家创酷”儿童未来学习嘉年华包括“豆果创客”体验活动、老牛儿童探索馆周年庆暨“探索全家爱 童萌过六一”活动、ＶＲ全民体验计划 、 “ 创客部落”互动工作坊等几十项前沿科技体验内容。	0.5	Chinese_Simplified (CN)	0	unknown_source	It is understood that “Cool Maker Loves Family” carnival of children’s future learning includes dozens of leading scientific and technological experience such as the “Douguo Makers” experience activity, Old Cow children exploration house anniversary celebration and the “Exploring Love of the Whole Family, Celebrate the Children’s Day with Innocence” activity, VR Public Experience Plan and “Creator Tribe” interaction workshop.	据悉 ， “ 爱家创酷”儿童未来学习嘉年华包括“豆果创客”体验活动、老牛儿童探索馆周年庆暨“探索全家爱 童萌过六一”活动、ＶＲ全民体验计划 、 “ 创客部落”互动工作坊等几十项前沿科技体验内容。	据悉 ， “ 爱家创酷”儿童未来学习嘉年华包括“豆果创客”体验活动、老牛儿童探索馆周年庆暨“探索全家爱 童萌过六一”活动、ＶＲ全民体验计划 、 “ 创客部落”互动工作坊等几十项前沿科技体验内容。	false	Chinese	false	It was reported that the ‘Love Family, Creative and Cool’ Children’s Future Learning Carnival includes ‘Douguo Maker’ experience activities, the Laoniu Children’s Exploration Museum Anniversary and ‘Exploration Family, Love Children for June 1st’ activities, VR nationwide experience programs, ‘Maker Tribe’ interactive workshops and dozens of other cutting-edge technological experience contents.	It was reported that the ‘Love Family, Creative and Cool’ Children’s Future Learning Carnival includes ‘Douguo Maker’ experience activities, the Laoniu Children’s Exploration Museum Anniversary and ‘Exploration Family, Love Children for June 1st’ activities, VR nationwide experience programs, ‘Maker Tribe’ interactive workshops and dozens of other cutting-edge technological experience contents.	"It is reported that the ""Love Family Creative"" Children's Future Learning Carnival includes the ""Doufuguo Maker"" experience activity, the anniversary celebration of the Laoniu Children's Exploration Museum and the ""Exploration Family Love Children's Day"" activity, the VR national experience plan, and the ""Maker Tribe"" interactive workshop."	"It is reported that the ""Love Family Creative"" Children's Future Learning Carnival includes the ""Doufuguo Maker"" experience activity, the anniversary celebration of the Laoniu Children's Exploration Museum and the ""Exploration Family Love Children's Day"" activity, the VR national experience plan, and the ""Maker Tribe"" interactive workshop."	English	Completed		65	0.5	1699928671028	1699928736487	1699928671028	1699928736487	57056787	f...r@gmail.com	4	3	Completed	1699928736487
167591123	56187733868	9434468642	1、韩束护肤品化妆品套装补水保湿美白祛斑提亮肤色 光感亮白礼盒五件套礼盒(洁面乳爽肤水乳液淡斑精华液眼霜）	0.5	Chinese_Simplified (CN)	0	unknown_source	1. KANS skincare cosmetics set, moisturizing, whitening, freckle removing, brightening, Light and Bright Five Piece Gift Box (cleaner, toner, lotion, freckle removing essence, eye cream)	1、韩束护肤品化妆品套装补水保湿美白祛斑提亮肤色 光感亮白礼盒五件套礼盒(洁面乳爽肤水乳液淡斑精华液眼霜）	1、韩束护肤品化妆品套装补水保湿美白祛斑提亮肤色 光感亮白礼盒五件套礼盒(洁面乳爽肤水乳液淡斑精华液眼霜）	false	Chinese	false	1. Han Shu skin care cosmetics set moisturizing, whitening, freckle removal and brightening skin tone. Light sense whitening gift box, five-piece gift box (cleansing milk, toner, emulsion, freckle essence, eye cream)	1. Han Shu skin care cosmetics set moisturizing, whitening, freckle removal and brightening skin tone. Light sense whitening gift box, five-piece gift box (cleansing milk, toner, emulsion, freckle essence, eye cream)	1. Han Shu skincare cosmetics set moisturizing whitening freckle brightening skin tone light sense whitening gift box five-piece gift box (cleansing milk, toner, emulsion, freckle essence, eye cream)	1. Han Shu skincare cosmetics set moisturizing whitening freckle brightening skin tone light sense whitening gift box five-piece gift box (cleansing milk, toner, emulsion, freckle essence, eye cream)	English	Completed		31	0.5	1699769381902	1699769412863	1699769381902	1699769412863	56225225	b...r@gmail.com	3	2	Completed	1699769412863
167591123	56187733869	9434370308	所以各个厂家也在不断地增加新品，而且是听装，其价格也是不断地上涨，其实这是随着市场费用的增加而出的新品。	0.5	Chinese_Simplified (CN)	0	unknown_source	Therefore, various manufacturers are also constantly adding new products in can packaging, and the price kept rising as well; in fact, these new product are introduced due to the increase of market costs.	所以各个厂家也在不断地增加新品，而且是听装，其价格也是不断地上涨，其实这是随着市场费用的增加而出的新品。	所以各个厂家也在不断地增加新品，而且是听装，其价格也是不断地上涨，其实这是随着市场费用的增加而出的新品。	false	Chinese	false	So factories are constantly increasing the number of new products, and they are all packaged in cans. Moreover, the prices of these products are constantly rising. This is actually a new product that came out due to the increase in market costs.	So factories are constantly increasing the number of new products, and they are all packaged in cans. Moreover, the prices of these products are constantly rising. This is actually a new product that came out due to the increase in market costs.	So each factory is also constantly increasing new products, and it is in the form of cans, and its price is also constantly rising. In fact, this is a new product that came out with the increase of market costs.	So each factory is also constantly increasing new products, and it is in the form of cans, and its price is also constantly rising. In fact, this is a new product that came out with the increase of market costs.	English	Completed		35	0.5	1699768691209	1699768726437	1699768691209	1699768726437	56225225	b...r@gmail.com	4	3	Completed	1699768726437
167591123	56187733870	8651580638	推荐理由:传承瑞士，时间艺术尽在腕间，欧米茄端庄优雅、朴素简单，不招摇但却很迷人，通勤和正式场合都可佩戴。	0.5	Chinese_Simplified (CN)	0	unknown_source	Recommendation: Swiss legacy; wear time and art on your wrist; OMEGA is elegant and simple, low-key but attractive, suitable for work and formal situations.	推荐理由:传承瑞士，时间艺术尽在腕间，欧米茄端庄优雅、朴素简单，不招摇但却很迷人，通勤和正式场合都可佩戴。	推荐理由:传承瑞士，时间艺术尽在腕间，欧米茄端庄优雅、朴素简单，不招摇但却很迷人，通勤和正式场合都可佩戴。	false	Chinese	false	Reasons for recommendation: inheriting Switzerland, time art on the wrist, Omega is dignified and elegant, simple and simple, not flashy but very charming, suitable for both commuting and formal occasions.	Reasons for recommendation: inheriting Switzerland, time art on the wrist, Omega is dignified and elegant, simple and simple, not flashy but very charming, suitable for both commuting and formal occasions.	Recommendation: Swiss heritage, time art on the wrist, Omega is dignified and elegant, simple and unpretentious, not flashy but very charming, suitable for commuting and formal occasions.	Recommendation: Swiss heritage, time art on the wrist, Omega is dignified and elegant, simple and unpretentious, not flashy but very charming, suitable for commuting and formal occasions.	English	Completed		34	0.5	1699769239086	1699769272824	1699769239086	1699769272824	56225225	b...r@gmail.com	3	3	Completed	1699769272824
167591123	56187733871	8651455041	立即取消，他 #PRS_ORG# 补送来的东西肯定都凉了	0.5	Chinese_Simplified (CN)	0	unknown_source	Cancel it immediately, the stuff he #PRS_ORG# resends here must be cold.	立即取消，他 #PRS_ORG# 补送来的东西肯定都凉了	立即取消，他 #PRS_ORG# 补送来的东西肯定都凉了	false	Chinese	false	Cancel immediately. The replacement from #PRS_ORG must have gone cold by now.	Cancel immediately. The replacement from #PRS_ORG must have gone cold by now.	Cancel immediately, the replacement must be cold	Cancel immediately, the replacement must be cold	English	Completed		30	0.5	1699768891651	1699768921336	1699768891651	1699768921336	56225225	b...r@gmail.com	4	2	Completed	1699768921336
167591123	56187733872	8651862673	当前，湖南正在全面落实“三高四新”战略定位和使命任务，将进一步广开引贤纳才之门，为人才创新创业出台更优政策、集中更多资源、创造更好条件，期待各界优秀人才共同为湖南高质量发展聚智汇力。	0.5	Chinese_Simplified (CN)	0	unknown_source	At present, Hunan is comprehensively implementing the “three-high and four-new” strategic positioning and mission tasks, and will further introduce talents, provide more policies for talent innovation and entrepreneurship, concentrate more resources and create better conditions; all excellent talents are welcomed to work towards high-quality development of Hunan.	当前，湖南正在全面落实“三高四新”战略定位和使命任务，将进一步广开引贤纳才之门，为人才创新创业出台更优政策、集中更多资源、创造更好条件，期待各界优秀人才共同为湖南高质量发展聚智汇力。	当前，湖南正在全面落实“三高四新”战略定位和使命任务，将进一步广开引贤纳才之门，为人才创新创业出台更优政策、集中更多资源、创造更好条件，期待各界优秀人才共同为湖南高质量发展聚智汇力。	false	Chinese	false	"At present, Hunan Province is fully implementing the strategic positioning and mission of ""three highs and four new."" It will further open the door to attract talents, introduce more preferential policies for talent innovation and entrepreneurship, concentrate more resources, and create better conditions. We look forward to all outstanding talents from all walks of life to pool their wisdom and strength to promote the high-quality development of Hunan."	"At present, Hunan Province is fully implementing the strategic positioning and mission of ""three highs and four new."" It will further open the door to attract talents, introduce more preferential policies for talent innovation and entrepreneurship, concentrate more resources, and create better conditions. We look forward to all outstanding talents from all walks of life to pool their wisdom and strength to promote the high-quality development of Hunan."	"Hunan is currently implementing the strategic positioning and mission of ""three highs and four new"". It will further open the door to attract talents, introduce more preferential policies for talent innovation and entrepreneurship, concentrate more resources and create better conditions. We look forward to all outstanding talents from all walks of life to pool their wisdom and strength for the high-quality development of Hunan."	"Hunan is currently implementing the strategic positioning and mission of ""three highs and four new"". It will further open the door to attract talents, introduce more preferential policies for talent innovation and entrepreneurship, concentrate more resources and create better conditions. We look forward to all outstanding talents from all walks of life to pool their wisdom and strength for the high-quality development of Hunan."	English	Completed		32	0.5	1699769668762	1699769700471	1699769668762	1699769700471	56225225	b...r@gmail.com	2	3	Completed	1699769700471
167591123	56187733873	8653123998	散热效果：刚开始尝试了下，后期再评价。	0.5	Chinese_Simplified (CN)	0	unknown_source	Heat dissipation: I just started using it and will come back and comment later.	散热效果：刚开始尝试了下，后期再评价。	散热效果：刚开始尝试了下，后期再评价。	false	Chinese	false	'I just started to try the cooling effect and will give a review later.'	'I just started to try the cooling effect and will give a review later.'	Cooling effect: just started to try, later evaluation.	Cooling effect: just started to try, later evaluation.	English	Completed		37	0.5	1699949451005	1699949487615	1699949451005	1699949487615	57056787	f...r@gmail.com	4	2	Completed	1699949487615
167591123	56187733874	8651817166	【诺拉图书】正版6册，祖庆说，百班千人，二年级课外书，一块巧克力，爷爷是个笨小孩，说学逗唱二十四节气，清冬见远山饺子，和汤圆绘本我的奶奶	0.5	Chinese_Simplified (CN)	0	unknown_source	[Nora Books] Authentic 6 volumes, Zuqing Says, Thousand People in a Hundred Classes, extracurricular books for Grade 2, A Piece of Chocolate, Grandpa is a Stupid Kid, Talk, Learn, Tease and Sing, 24 Solar Terms, See the Mountains in the Distance on a Clear Winter Day, Chinese Dumplings and Tangyuan, My Grandmother	【诺拉图书】正版6册，祖庆说，百班千人，二年级课外书，一块巧克力，爷爷是个笨小孩，说学逗唱二十四节气，清冬见远山饺子，和汤圆绘本我的奶奶	【诺拉图书】正版6册，祖庆说，百班千人，二年级课外书，一块巧克力，爷爷是个笨小孩，说学逗唱二十四节气，清冬见远山饺子，和汤圆绘本我的奶奶	false	Chinese	false	【Nora Books】6 Authentic Volumes, Zuqian said, Hundred Classes and Thousands of People, Grade Two Extracurricular Books, A Piece of Chocolate, Grandpa is a Stupid Child, Saying, Learning, Singing and Dancing Twenty-Four Solar Terms, Qingdong Sees Distant Mountain Dumplings, and Tangyuan Picture Books My Grandmother	【Nora Books】6 Authentic Volumes, Zuqian said, Hundred Classes and Thousands of People, Grade Two Extracurricular Books, A Piece of Chocolate, Grandpa is a Stupid Child, Saying, Learning, Singing and Dancing Twenty-Four Solar Terms, Qingdong Sees Distant Mountain Dumplings, and Tangyuan Picture Books My Grandmother	【Nora Books】6 genuine volumes, Zuqian said, hundreds of classes and thousands of people, second grade extracurricular books, a piece of chocolate, grandpa is a stupid child, saying, learning, singing and dancing twenty-four solar terms, Qingdong sees distant mountain dumplings, and Tangyuan picture books my grandmother	【Nora Books】6 genuine volumes, Zuqian said, hundreds of classes and thousands of people, second grade extracurricular books, a piece of chocolate, grandpa is a stupid child, saying, learning, singing and dancing twenty-four solar terms, Qingdong sees distant mountain dumplings, and Tangyuan picture books my grandmother	English	Completed		34	0.5	1699769496377	1699769530699	1699769496377	1699769530699	56225225	b...r@gmail.com	2	2	Completed	1699769530699
167591123	56187733875	9434468538	检查井混凝土模块生产加工设备 郑州井壁砖模块设备的特点及优势:	0.5	Chinese_Simplified (CN)	0	unknown_source	Inspection shaft concrete module production and processing equipment, the characteristics and advantages of Zhengzhou shaft wall brick module equipment	检查井混凝土模块生产加工设备 郑州井壁砖模块设备的特点及优势:	检查井混凝土模块生产加工设备 郑州井壁砖模块设备的特点及优势:	false	Chinese	false	Zhengzhou Well Wall Brick Module Equipment Features and Advantages	Zhengzhou Well Wall Brick Module Equipment Features and Advantages	Inspection well concrete module production and processing equipment Zhengzhou well wall brick module equipment features and advantages:	Inspection well concrete module production and processing equipment Zhengzhou well wall brick module equipment features and advantages:	English	Completed		30	0.5	1699768983541	1699769013091	1699768983541	1699769013091	56225225	b...r@gmail.com	2	4	Completed	1699769013091
167591123	56187733876	8657538477	接下来如果 Google 再捅一刀，对 Meta 的收入影响还会更大。	0.5	Chinese_Simplified (CN)	0	unknown_source	If Google stabs again next, it will have a greater impact on Meta’s revenue.	接下来如果 Google 再捅一刀，对 Meta 的收入影响还会更大。	接下来如果 Google 再捅一刀，对 Meta 的收入影响还会更大。	false	Chinese	false	And if Google then takes another stab at it, the impact on Meta's revenue will be even greater.	And if Google then takes another stab at it, the impact on Meta's revenue will be even greater.	If Google takes another shot at it, the impact on Meta's revenue will be even greater.	If Google takes another shot at it, the impact on Meta's revenue will be even greater.	English	Completed		30	0.5	1700034535357	1700034565773	1700034535357	1700034565773	56089077	a...r@gmail.com	3	4	Completed	1700034565773
167591123	56187733877	8653047211	从机制上解决试题类型单一、题目重复等问题是大学考务需要面对的议题，当然需要出台相应的制度，但功夫贵在日常，需要教师对教学情况的全面掌握，不单要吃透教学内容，更须吃透学生学习情况，两头吃透，教与学将更好对接，形成良性互动，考试也将更加符合实际，从而让“学霸”和“学渣”各得其所。	0.5	Chinese_Simplified (CN)	0	unknown_source	Solving problems such as types of questions are few and repetitive questions by way of changing the system is a task that college exam administration needs to deal with; regulations need to be issued, but efforts should be made in normal times; it requires teachers to comprehensive master the teaching and learning situation; they need to not only master their teaching content but also the learning situation of the students; mastering both can better connect teaching and learning, forming an effective interaction; exams will be more fit for the actual situation, and straight A students and slack students can both get what they deserve.	从机制上解决试题类型单一、题目重复等问题是大学考务需要面对的议题，当然需要出台相应的制度，但功夫贵在日常，需要教师对教学情况的全面掌握，不单要吃透教学内容，更须吃透学生学习情况，两头吃透，教与学将更好对接，形成良性互动，考试也将更加符合实际，从而让“学霸”和“学渣”各得其所。	从机制上解决试题类型单一、题目重复等问题是大学考务需要面对的议题，当然需要出台相应的制度，但功夫贵在日常，需要教师对教学情况的全面掌握，不单要吃透教学内容，更须吃透学生学习情况，两头吃透，教与学将更好对接，形成良性互动，考试也将更加符合实际，从而让“学霸”和“学渣”各得其所。	false	Chinese	false	Addressing the issue of single question types and repeated questions through a mechanism perspective is an important issue faced by university examination affairs. Of course, corresponding systems are required, but the key is daily work. Teachers need to have a comprehensive understanding of the teaching situation. It is not enough to have a thorough understanding of the teaching content. Teachers must also have a thorough understanding of the students’ learning situation. With a thorough understanding of both ends, teaching and learning will be better matched, forming a benign interaction, and the exam will be more in line with reality. In this way, “geeks” and “dummies” will each be able to succeed in their own right.	Addressing the issue of single question types and repeated questions through a mechanism perspective is an important issue faced by university examination affairs. Of course, corresponding systems are required, but the key is daily work. Teachers need to have a comprehensive understanding of the teaching situation. It is not enough to have a thorough understanding of the teaching content. Teachers must also have a thorough understanding of the students’ learning situation. With a thorough understanding of both ends, teaching and learning will be better matched, forming a benign interaction, and the exam will be more in line with reality. In this way, “geeks” and “dummies” will each be able to succeed in their own right.	"Solving the problems of single question types and repeated questions from a mechanism perspective is an issue that university examination affairs need to face. Of course, it is necessary to introduce corresponding systems, but the key is in daily work. Teachers need to have a comprehensive grasp of the teaching situation. They not only need to have a thorough understanding of the teaching content, but also need to have a thorough understanding of the students' learning situation. With a thorough understanding of both ends, teaching and learning will be better matched, forming a benign interaction, and the exam will be more in line with reality, so that ""good students"" and ""bad students"" will get what they deserve."	"Solving the problems of single question types and repeated questions from a mechanism perspective is an issue that university examination affairs need to face. Of course, it is necessary to introduce corresponding systems, but the key is in daily work. Teachers need to have a comprehensive grasp of the teaching situation. They not only need to have a thorough understanding of the teaching content, but also need to have a thorough understanding of the students' learning situation. With a thorough understanding of both ends, teaching and learning will be better matched, forming a benign interaction, and the exam will be more in line with reality, so that ""good students"" and ""bad students"" will get what they deserve."	English	Completed		76	0.5	1699928433972	1699928510465	1699928433972	1699928510465	57056787	f...r@gmail.com	5	4	Completed	1699928510465
167591123	56187733878	8657152503	在这次新冠肺炎抗击战中，她和团队所提出的“四抗二平衡”方案及带去的人工肝、微生态和干细胞三大技术，显著提高了重症救治率。	0.5	Chinese_Simplified (CN)	0	unknown_source	In the fight against the COVID-19, the “four-against and two-balance” scheme proposed by her and her team and the three technologies including artificial liver, micro-ecology and stem cells have significantly improved the treatment and cure rate of severe cases.	在这次新冠肺炎抗击战中，她和团队所提出的“四抗二平衡”方案及带去的人工肝、微生态和干细胞三大技术，显著提高了重症救治率。	在这次新冠肺炎抗击战中，她和团队所提出的“四抗二平衡”方案及带去的人工肝、微生态和干细胞三大技术，显著提高了重症救治率。	false	Chinese	false	During the COVID-19 epidemic, the “four anti-two balancing” scheme proposed by her and her team, and the three major technologies of artificial liver, micro-ecology and stem cells, significantly improved the treatment rate of severe cases.	During the COVID-19 epidemic, the “four anti-two balancing” scheme proposed by her and her team, and the three major technologies of artificial liver, micro-ecology and stem cells, significantly improved the treatment rate of severe cases.	"In the fight against COVID-19, the ""four-anti two-balance"" scheme proposed by her and her team, as well as the three major technologies of artificial liver, microecology and stem cells, significantly improved the treatment rate of severe cases."	"In the fight against COVID-19, the ""four-anti two-balance"" scheme proposed by her and her team, as well as the three major technologies of artificial liver, microecology and stem cells, significantly improved the treatment rate of severe cases."	English	Completed		30	0.5	1700035883245	1700035913424	1700035883245	1700035913424	56089077	a...r@gmail.com	3	3	Completed	1700035913424
